datetime,close_spy,close_qqq
2021-05-11 05:00:00,414.21,325.31
2021-05-12 05:00:00,405.41,316.89
2021-05-13 05:00:00,410.28,319.34
2021-05-14 05:00:00,416.58,326.39
2021-05-17 05:00:00,415.52,324.41
2021-05-18 05:00:00,411.94,322.22
2021-05-19 05:00:00,410.86,322.59
2021-05-20 05:00:00,415.28,328.83
2021-05-21 05:00:00,414.94,327.01
2021-05-24 05:00:00,419.17,332.51
2021-05-25 05:00:00,418.24,332.97
2021-05-26 05:00:00,419.07,334.13
2021-05-27 05:00:00,419.29,332.88
2021-05-28 05:00:00,420.04,333.93
2021-06-01 05:00:00,419.67,332.82
2021-06-02 05:00:00,420.33,333.47
2021-06-03 05:00:00,418.77,330.0
2021-06-04 05:00:00,422.6,335.6
2021-06-07 05:00:00,422.19,336.6
2021-06-08 05:00:00,422.28,336.76
2021-06-09 05:00:00,421.65,336.84
2021-06-10 05:00:00,423.61,340.35
2021-06-11 05:00:00,424.31,341.24
2021-06-14 05:00:00,425.26,344.51
2021-06-15 05:00:00,424.48,342.26
2021-06-16 05:00:00,422.11,341.01
2021-06-17 05:00:00,421.97,345.34
2021-06-18 05:00:00,414.92,342.63
2021-06-21 05:00:00,420.86,344.36
2021-06-22 05:00:00,423.11,347.57
2021-06-23 05:00:00,422.6,347.74
2021-06-24 05:00:00,425.1,349.89
2021-06-25 05:00:00,426.61,349.46
2021-06-28 05:00:00,427.47,353.71
2021-06-29 05:00:00,427.7,354.99
2021-06-30 05:00:00,428.06,354.43
2021-07-01 05:00:00,430.43,354.57
2021-07-02 05:00:00,433.72,358.64
2021-07-06 05:00:00,432.93,360.19
2021-07-07 05:00:00,434.46,360.95
2021-07-08 05:00:00,430.92,358.77
2021-07-09 05:00:00,435.52,361.01
2021-07-12 05:00:00,437.08,362.42
2021-07-13 05:00:00,435.59,362.42
2021-07-14 05:00:00,436.24,363.07
2021-07-15 05:00:00,434.75,360.52
2021-07-16 05:00:00,431.34,357.6
2021-07-19 05:00:00,424.97,354.67
2021-07-20 05:00:00,431.06,358.79
2021-07-21 05:00:00,434.55,361.56
2021-07-22 05:00:00,435.46,363.95
2021-07-23 05:00:00,439.94,368.2
2021-07-26 05:00:00,441.02,368.49
2021-07-27 05:00:00,439.01,364.43
2021-07-28 05:00:00,438.83,365.83
2021-07-29 05:00:00,440.65,366.48
2021-07-30 05:00:00,438.51,364.57
2021-08-02 05:00:00,437.59,364.6
2021-08-03 05:00:00,441.15,366.81
2021-08-04 05:00:00,438.98,367.34
2021-08-05 05:00:00,441.76,369.67
2021-08-06 05:00:00,442.49,368.05
2021-08-09 05:00:00,442.13,368.73
2021-08-10 05:00:00,442.68,366.84
2021-08-11 05:00:00,443.78,366.21
2021-08-12 05:00:00,445.11,367.53
2021-08-13 05:00:00,445.92,368.82
2021-08-16 05:00:00,446.97,368.98
2021-08-17 05:00:00,444.04,365.73
2021-08-18 05:00:00,439.18,362.21
2021-08-19 05:00:00,439.86,363.96
2021-08-20 05:00:00,443.36,367.73
2021-08-23 05:00:00,447.26,373.23
2021-08-24 05:00:00,447.97,374.37
2021-08-25 05:00:00,448.91,374.8
2021-08-26 05:00:00,446.26,372.42
2021-08-27 05:00:00,450.25,376.04
2021-08-30 05:00:00,452.23,380.26
2021-08-31 05:00:00,451.56,379.95
2021-09-01 05:00:00,451.8,380.58
2021-09-02 05:00:00,453.19,380.4
2021-09-03 05:00:00,453.08,381.57
2021-09-07 05:00:00,451.46,382.11
2021-09-08 05:00:00,450.91,380.78
2021-09-09 05:00:00,448.98,379.47
2021-09-10 05:00:00,445.44,376.59
2021-09-13 05:00:00,446.58,376.33
2021-09-14 05:00:00,444.17,375.26
2021-09-15 05:00:00,447.88,378.05
2021-09-16 05:00:00,447.17,378.31
2021-09-17 05:00:00,441.4,373.83
2021-09-20 05:00:00,434.04,365.7
2021-09-21 05:00:00,433.63,366.15
2021-09-22 05:00:00,437.86,369.57
2021-09-23 05:00:00,443.18,372.98
2021-09-24 05:00:00,443.91,373.33
2021-09-27 05:00:00,442.64,370.35
2021-09-28 05:00:00,433.72,359.87
2021-09-29 05:00:00,434.45,359.28
2021-09-30 05:00:00,429.14,357.96
2021-10-01 05:00:00,434.24,360.18
2021-10-04 05:00:00,428.64,352.62
2021-10-05 05:00:00,433.1,357.38
2021-10-06 05:00:00,434.9,359.67
2021-10-07 05:00:00,438.66,362.97
2021-10-08 05:00:00,437.86,361.16
2021-10-11 05:00:00,434.69,358.39
2021-10-12 05:00:00,433.62,357.14
2021-10-13 05:00:00,435.18,360.0
2021-10-14 05:00:00,442.5,366.63
2021-10-15 05:00:00,445.87,368.94
2021-10-18 05:00:00,447.19,372.65
2021-10-19 05:00:00,450.64,375.47
2021-10-20 05:00:00,452.41,374.98
2021-10-21 05:00:00,453.59,377.27
2021-10-22 05:00:00,453.12,374.1
2021-10-25 05:00:00,455.55,377.93
2021-10-26 05:00:00,455.96,379.12
2021-10-27 05:00:00,453.94,380.0
2021-10-28 05:00:00,458.32,384.22
2021-10-29 05:00:00,459.25,386.11
2021-11-01 05:00:00,460.04,387.43
2021-11-02 05:00:00,461.9,389.05
2021-11-03 05:00:00,464.72,393.18
2021-11-04 05:00:00,466.91,398.22
2021-11-05 05:00:00,468.53,398.6
2021-11-08 06:00:00,468.93,398.06
2021-11-09 06:00:00,467.38,395.32
2021-11-10 06:00:00,463.62,389.51
2021-11-11 06:00:00,463.77,390.59
